index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
3578,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,animation,CA,3.0,tt1699440,6.4,620.0
3579,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,fantasy,US,3.0,tt1699440,6.4,620.0
3580,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,fantasy,GB,3.0,tt1699440,6.4,620.0
3581,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,fantasy,CA,3.0,tt1699440,6.4,620.0
3582,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,scifi,US,3.0,tt1699440,6.4,620.0
3583,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,scifi,GB,3.0,tt1699440,6.4,620.0
3584,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,scifi,CA,3.0,tt1699440,6.4,620.0
3585,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,comedy,US,3.0,tt1699440,6.4,620.0
3586,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,comedy,GB,3.0,tt1699440,6.4,620.0
3587,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,comedy,CA,3.0,tt1699440,6.4,620.0
3588,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,family,US,3.0,tt1699440,6.4,620.0
3589,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,family,GB,3.0,tt1699440,6.4,620.0
3590,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,family,CA,3.0,tt1699440,6.4,620.0
3591,tm154797,The Nut Job,MOVIE,2014,PG,85,comedy,CA,,tt1821658,5.7,28295.0
3592,tm154797,The Nut Job,MOVIE,2014,PG,85,comedy,KR,,tt1821658,5.7,28295.0
3593,tm154797,The Nut Job,MOVIE,2014,PG,85,crime,CA,,tt1821658,5.7,28295.0
3594,tm154797,The Nut Job,MOVIE,2014,PG,85,crime,KR,,tt1821658,5.7,28295.0
3595,tm154797,The Nut Job,MOVIE,2014,PG,85,family,CA,,tt1821658,5.7,28295.0
3596,tm154797,The Nut Job,MOVIE,2014,PG,85,family,KR,,tt1821658,5.7,28295.0
3597,tm154797,The Nut Job,MOVIE,2014,PG,85,animation,CA,,tt1821658,5.7,28295.0
3598,tm154797,The Nut Job,MOVIE,2014,PG,85,animation,KR,,tt1821658,5.7,28295.0
3599,ts20310,Girlfriends' Guide to Divorce,SHOW,2014,TV-14,42,comedy,US,5.0,tt2817246,6.9,4523.0
3600,ts20310,Girlfriends' Guide to Divorce,SHOW,2014,TV-14,42,drama,US,5.0,tt2817246,6.9,4523.0
3601,tm159796,Brick Mansions,MOVIE,2014,PG-13,90,crime,CA,,tt1430612,5.6,42137.0
3602,tm159796,Brick Mansions,MOVIE,2014,PG-13,90,crime,FR,,tt1430612,5.6,42137.0
3603,tm159796,Brick Mansions,MOVIE,2014,PG-13,90,drama,CA,,tt1430612,5.6,42137.0
3604,tm159796,Brick Mansions,MOVIE,2014,PG-13,90,drama,FR,,tt1430612,5.6,42137.0
3605,tm159796,Brick Mansions,MOVIE,2014,PG-13,90,action,CA,,tt1430612,5.6,42137.0
3606,tm159796,Brick Mansions,MOVIE,2014,PG-13,90,action,FR,,tt1430612,5.6,42137.0
3607,tm159796,Brick Mansions,MOVIE,2014,PG-13,90,thriller,CA,,tt1430612,5.6,42137.0
3608,tm159796,Brick Mansions,MOVIE,2014,PG-13,90,thriller,FR,,tt1430612,5.6,42137.0
3609,tm181533,The Big Wedding,MOVIE,2013,R,90,comedy,US,,tt1931435,5.6,49549.0
3610,tm181533,The Big Wedding,MOVIE,2013,R,90,drama,US,,tt1931435,5.6,49549.0
3611,tm181533,The Big Wedding,MOVIE,2013,R,90,romance,US,,tt1931435,5.6,49549.0
3612,ts35244,Tiny House Nation,SHOW,2014,TV-PG,43,reality,US,5.0,tt3869500,7.1,1126.0
3613,tm469911,Bonnie & Clyde,MOVIE,2013,PG-13,240,drama,AT,,tt2374851,,
3614,tm469911,Bonnie & Clyde,MOVIE,2013,PG-13,240,crime,AT,,tt2374851,,
3615,tm469911,Bonnie & Clyde,MOVIE,2013,PG-13,240,european,AT,,tt2374851,,
3616,ts82979,Talking Tom and Friends,SHOW,2014,TV-G,11,comedy,US,5.0,tt4648640,6.1,411.0
3617,ts82979,Talking Tom and Friends,SHOW,2014,TV-G,11,drama,US,5.0,tt4648640,6.1,411.0
3618,ts82979,Talking Tom and Friends,SHOW,2014,TV-G,11,family,US,5.0,tt4648640,6.1,411.0
3619,ts82979,Talking Tom and Friends,SHOW,2014,TV-G,11,action,US,5.0,tt4648640,6.1,411.0
3620,ts82979,Talking Tom and Friends,SHOW,2014,TV-G,11,animation,US,5.0,tt4648640,6.1,411.0
3621,ts82979,Talking Tom and Friends,SHOW,2014,TV-G,11,fantasy,US,5.0,tt4648640,6.1,411.0
3622,ts82979,Talking Tom and Friends,SHOW,2014,TV-G,11,european,US,5.0,tt4648640,6.1,411.0
3623,tm148976,The Battered Bastards of Baseball,MOVIE,2014,R,80,documentary,US,,tt3445270,8.0,3953.0
3624,tm148976,The Battered Bastards of Baseball,MOVIE,2014,R,80,sport,US,,tt3445270,8.0,3953.0
3625,tm143642,Who Am I,MOVIE,2014,,105,thriller,DE,,tt4426376,7.5,55044.0
3626,tm143642,Who Am I,MOVIE,2014,,105,european,DE,,tt4426376,7.5,55044.0
3627,tm143642,Who Am I,MOVIE,2014,,105,drama,DE,,tt4426376,7.5,55044.0
3628,tm143642,Who Am I,MOVIE,2014,,105,scifi,DE,,tt4426376,7.5,55044.0
3629,tm143642,Who Am I,MOVIE,2014,,105,crime,DE,,tt4426376,7.5,55044.0
3630,ts10206,Ever After High,SHOW,2013,TV-Y7,30,action,CA,5.0,tt3312378,7.7,1130.0
3631,ts10206,Ever After High,SHOW,2013,TV-Y7,30,comedy,CA,5.0,tt3312378,7.7,1130.0
3632,ts10206,Ever After High,SHOW,2013,TV-Y7,30,drama,CA,5.0,tt3312378,7.7,1130.0
3633,ts10206,Ever After High,SHOW,2013,TV-Y7,30,family,CA,5.0,tt3312378,7.7,1130.0
3634,ts10206,Ever After High,SHOW,2013,TV-Y7,30,fantasy,CA,5.0,tt3312378,7.7,1130.0
3635,ts10206,Ever After High,SHOW,2013,TV-Y7,30,music,CA,5.0,tt3312378,7.7,1130.0
3636,ts10206,Ever After High,SHOW,2013,TV-Y7,30,romance,CA,5.0,tt3312378,7.7,1130.0
3637,ts10206,Ever After High,SHOW,2013,TV-Y7,30,animation,CA,5.0,tt3312378,7.7,1130.0
3638,ts20709,Yowamushi Pedal,SHOW,2013,TV-14,24,comedy,JP,4.0,tt2942228,7.7,808.0
3639,ts20709,Yowamushi Pedal,SHOW,2013,TV-14,24,drama,JP,4.0,tt2942228,7.7,808.0
3640,ts20709,Yowamushi Pedal,SHOW,2013,TV-14,24,sport,JP,4.0,tt2942228,7.7,808.0
3641,ts20709,Yowamushi Pedal,SHOW,2013,TV-14,24,animation,JP,4.0,tt2942228,7.7,808.0
3642,ts32060,Sam & Cat,SHOW,2013,TV-G,24,drama,US,1.0,tt2487090,5.6,9507.0
3643,ts32060,Sam & Cat,SHOW,2013,TV-G,24,family,US,1.0,tt2487090,5.6,9507.0
3644,ts32060,Sam & Cat,SHOW,2013,TV-G,24,comedy,US,1.0,tt2487090,5.6,9507.0
3645,tm162271,Bo Burnham: What.,MOVIE,2013,,60,comedy,US,,tt3210258,8.3,11488.0
3646,tm162271,Bo Burnham: What.,MOVIE,2013,,60,music,US,,tt3210258,8.3,11488.0
3647,tm162271,Bo Burnham: What.,MOVIE,2013,,60,documentary,US,,tt3210258,8.3,11488.0
3648,tm166628,The Smurfs 2,MOVIE,2013,PG,105,fantasy,US,,tt2017020,5.3,41571.0
3649,tm166628,The Smurfs 2,MOVIE,2013,PG,105,animation,US,,tt2017020,5.3,41571.0
3650,tm166628,The Smurfs 2,MOVIE,2013,PG,105,comedy,US,,tt2017020,5.3,41571.0
3651,tm166628,The Smurfs 2,MOVIE,2013,PG,105,family,US,,tt2017020,5.3,41571.0
3652,tm171228,Metallica: Through the Never,MOVIE,2013,R,93,music,US,,tt2172935,7.1,17433.0
3653,tm136601,Walk of Shame,MOVIE,2014,R,95,comedy,US,,tt2463288,6.0,54065.0
3654,tm143757,Search Party,MOVIE,2014,R,93,comedy,US,,tt2758904,5.6,7789.0
3655,tm143372,Stand by Me Doraemon,MOVIE,2014,G,90,fantasy,JP,,tt3331846,7.3,7812.0
3656,tm143372,Stand by Me Doraemon,MOVIE,2014,G,90,animation,JP,,tt3331846,7.3,7812.0
3657,tm143372,Stand by Me Doraemon,MOVIE,2014,G,90,comedy,JP,,tt3331846,7.3,7812.0
3658,tm143372,Stand by Me Doraemon,MOVIE,2014,G,90,drama,JP,,tt3331846,7.3,7812.0
3659,tm143372,Stand by Me Doraemon,MOVIE,2014,G,90,family,JP,,tt3331846,7.3,7812.0
3660,tm143372,Stand by Me Doraemon,MOVIE,2014,G,90,scifi,JP,,tt3331846,7.3,7812.0
3661,tm71148,Thanks for Sharing,MOVIE,2013,R,112,drama,US,,tt1932718,6.4,28204.0
3662,tm71148,Thanks for Sharing,MOVIE,2013,R,112,comedy,US,,tt1932718,6.4,28204.0
3663,tm71148,Thanks for Sharing,MOVIE,2013,R,112,romance,US,,tt1932718,6.4,28204.0
3664,tm161562,Copenhagen,MOVIE,2014,,98,drama,US,,tt2459156,7.1,13135.0
3665,tm161562,Copenhagen,MOVIE,2014,,98,drama,DK,,tt2459156,7.1,13135.0
3666,tm161562,Copenhagen,MOVIE,2014,,98,romance,US,,tt2459156,7.1,13135.0
3667,tm161562,Copenhagen,MOVIE,2014,,98,romance,DK,,tt2459156,7.1,13135.0
3668,tm151716,Cowspiracy: The Sustainability Secret,MOVIE,2014,,90,documentary,US,,tt4344904,8.2,24845.0
3669,ts22445,The Heirs,SHOW,2013,,59,drama,KR,1.0,tt3243098,7.5,10329.0
3670,ts22445,The Heirs,SHOW,2013,,59,comedy,KR,1.0,tt3243098,7.5,10329.0
3671,ts22445,The Heirs,SHOW,2013,,59,romance,KR,1.0,tt3243098,7.5,10329.0
3672,tm180599,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,R,101,horror,US,,tt1457765,5.2,17170.0
3673,tm180599,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,R,101,thriller,US,,tt1457765,5.2,17170.0
3674,tm180599,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,R,101,drama,US,,tt1457765,5.2,17170.0
3675,ts20790,Young & Hungry,SHOW,2014,TV-14,21,comedy,US,5.0,tt2084712,7.3,15627.0
3676,ts20790,Young & Hungry,SHOW,2014,TV-14,21,drama,US,5.0,tt2084712,7.3,15627.0
3677,ts20790,Young & Hungry,SHOW,2014,TV-14,21,romance,US,5.0,tt2084712,7.3,15627.0
3678,tm171965,Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,,75,drama,US,,tt2937390,8.0,3284.0
3679,tm171965,Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,,75,documentary,US,,tt2937390,8.0,3284.0
3680,tm171965,Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,,75,comedy,US,,tt2937390,8.0,3284.0
3681,tm171965,Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,,75,romance,US,,tt2937390,8.0,3284.0
3682,tm185208,Elena,MOVIE,2013,PG-13,82,documentary,US,,tt2719278,7.6,1823.0
3683,tm185208,Elena,MOVIE,2013,PG-13,82,documentary,BR,,tt2719278,7.6,1823.0
3684,tm185208,Elena,MOVIE,2013,PG-13,82,european,US,,tt2719278,7.6,1823.0
3685,tm185208,Elena,MOVIE,2013,PG-13,82,european,BR,,tt2719278,7.6,1823.0
3686,tm185208,Elena,MOVIE,2013,PG-13,82,drama,US,,tt2719278,7.6,1823.0
3687,tm185208,Elena,MOVIE,2013,PG-13,82,drama,BR,,tt2719278,7.6,1823.0
3688,tm185208,Elena,MOVIE,2013,PG-13,82,family,US,,tt2719278,7.6,1823.0
3689,tm185208,Elena,MOVIE,2013,PG-13,82,family,BR,,tt2719278,7.6,1823.0
3690,ts20883,"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,23,comedy,US,4.0,tt3596176,5.1,2551.0
3691,ts20883,"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,23,family,US,4.0,tt3596176,5.1,2551.0
3692,tm167944,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,fantasy,JP,,tt2358913,7.8,9942.0
3693,tm167944,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,action,JP,,tt2358913,7.8,9942.0
3694,tm167944,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,drama,JP,,tt2358913,7.8,9942.0
3695,tm167944,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,horror,JP,,tt2358913,7.8,9942.0
3696,tm167944,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,romance,JP,,tt2358913,7.8,9942.0
3697,tm167944,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,animation,JP,,tt2358913,7.8,9942.0
3698,tm149038,Bill Burr: I'm Sorry You Feel That Way,MOVIE,2014,,80,comedy,US,,tt3823690,8.3,7954.0
3699,tm149038,Bill Burr: I'm Sorry You Feel That Way,MOVIE,2014,,80,documentary,US,,tt3823690,8.3,7954.0
3700,ts33590,The Haunted Hathaways,SHOW,2013,TV-G,24,comedy,US,2.0,tt2535732,5.0,2471.0
3701,ts33590,The Haunted Hathaways,SHOW,2013,TV-G,24,family,US,2.0,tt2535732,5.0,2471.0
3702,ts33590,The Haunted Hathaways,SHOW,2013,TV-G,24,fantasy,US,2.0,tt2535732,5.0,2471.0
3703,tm159362,A Haunted House 2,MOVIE,2014,R,86,comedy,US,,tt2828996,4.6,21514.0
3704,tm159362,A Haunted House 2,MOVIE,2014,R,86,horror,US,,tt2828996,4.6,21514.0
3705,tm159362,A Haunted House 2,MOVIE,2014,R,86,fantasy,US,,tt2828996,4.6,21514.0
3706,ts21368,Black Money Love,SHOW,2014,TV-MA,90,action,TR,2.0,tt3565486,7.4,5975.0
3707,ts21368,Black Money Love,SHOW,2014,TV-MA,90,drama,TR,2.0,tt3565486,7.4,5975.0
3708,ts21368,Black Money Love,SHOW,2014,TV-MA,90,romance,TR,2.0,tt3565486,7.4,5975.0
3709,ts21368,Black Money Love,SHOW,2014,TV-MA,90,crime,TR,2.0,tt3565486,7.4,5975.0
3710,ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,comedy,FI,4.0,tt3012598,6.2,800.0
3711,ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,family,FI,4.0,tt3012598,6.2,800.0
3712,ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,fantasy,FI,4.0,tt3012598,6.2,800.0
3713,ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,animation,FI,4.0,tt3012598,6.2,800.0
3714,ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,action,FI,4.0,tt3012598,6.2,800.0
3715,ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,european,FI,4.0,tt3012598,6.2,800.0
3716,tm172710,We Steal Secrets: The Story of WikiLeaks,MOVIE,2013,R,162,documentary,US,,tt1824254,6.9,7873.0
3717,tm157085,Effie Gray,MOVIE,2014,PG-13,85,drama,GB,,tt1605798,6.0,5482.0
3718,tm157085,Effie Gray,MOVIE,2014,PG-13,85,romance,GB,,tt1605798,6.0,5482.0
3719,tm174289,Free Birds,MOVIE,2013,PG,91,comedy,US,,tt1621039,5.8,23917.0
3720,tm174289,Free Birds,MOVIE,2013,PG,91,family,US,,tt1621039,5.8,23917.0
3721,tm174289,Free Birds,MOVIE,2013,PG,91,scifi,US,,tt1621039,5.8,23917.0
3722,tm174289,Free Birds,MOVIE,2013,PG,91,animation,US,,tt1621039,5.8,23917.0
3723,tm187390,The Square,MOVIE,2013,,88,drama,GB,,tt2486682,8.1,8949.0
3724,tm187390,The Square,MOVIE,2013,,88,drama,US,,tt2486682,8.1,8949.0
3725,tm187390,The Square,MOVIE,2013,,88,drama,EG,,tt2486682,8.1,8949.0
3726,tm187390,The Square,MOVIE,2013,,88,history,GB,,tt2486682,8.1,8949.0
3727,tm187390,The Square,MOVIE,2013,,88,history,US,,tt2486682,8.1,8949.0
3728,tm187390,The Square,MOVIE,2013,,88,history,EG,,tt2486682,8.1,8949.0
3729,tm187390,The Square,MOVIE,2013,,88,documentary,GB,,tt2486682,8.1,8949.0
3730,tm187390,The Square,MOVIE,2013,,88,documentary,US,,tt2486682,8.1,8949.0
3731,tm187390,The Square,MOVIE,2013,,88,documentary,EG,,tt2486682,8.1,8949.0
3732,tm171929,The Short Game,MOVIE,2013,PG,100,documentary,US,,tt2466830,7.3,1518.0
3733,tm171929,The Short Game,MOVIE,2013,PG,100,sport,US,,tt2466830,7.3,1518.0
3734,tm147913,PK,MOVIE,2014,PG-13,153,comedy,IN,,tt2338151,8.2,178012.0
3735,tm147913,PK,MOVIE,2014,PG-13,153,drama,IN,,tt2338151,8.2,178012.0
3736,tm147913,PK,MOVIE,2014,PG-13,153,romance,IN,,tt2338151,8.2,178012.0
3737,tm147913,PK,MOVIE,2014,PG-13,153,fantasy,IN,,tt2338151,8.2,178012.0
3738,tm147913,PK,MOVIE,2014,PG-13,153,scifi,IN,,tt2338151,8.2,178012.0
3739,tm170919,Underdogs,MOVIE,2013,PG,106,romance,AR,,tt4382260,6.5,9535.0
3740,tm170919,Underdogs,MOVIE,2013,PG,106,romance,ES,,tt4382260,6.5,9535.0
3741,tm170919,Underdogs,MOVIE,2013,PG,106,drama,AR,,tt4382260,6.5,9535.0
3742,tm170919,Underdogs,MOVIE,2013,PG,106,drama,ES,,tt4382260,6.5,9535.0
3743,tm170919,Underdogs,MOVIE,2013,PG,106,documentary,AR,,tt4382260,6.5,9535.0
3744,tm170919,Underdogs,MOVIE,2013,PG,106,documentary,ES,,tt4382260,6.5,9535.0
3745,tm170919,Underdogs,MOVIE,2013,PG,106,sport,AR,,tt4382260,6.5,9535.0
3746,tm170919,Underdogs,MOVIE,2013,PG,106,sport,ES,,tt4382260,6.5,9535.0
3747,tm170919,Underdogs,MOVIE,2013,PG,106,animation,AR,,tt4382260,6.5,9535.0
3748,tm170919,Underdogs,MOVIE,2013,PG,106,animation,ES,,tt4382260,6.5,9535.0
3749,tm170919,Underdogs,MOVIE,2013,PG,106,family,AR,,tt4382260,6.5,9535.0
3750,tm170919,Underdogs,MOVIE,2013,PG,106,family,ES,,tt4382260,6.5,9535.0
3751,tm180643,Jinxed,MOVIE,2013,G,70,fantasy,CA,,tt2934844,6.4,1444.0
3752,tm180643,Jinxed,MOVIE,2013,G,70,fantasy,US,,tt2934844,6.4,1444.0
3753,tm180643,Jinxed,MOVIE,2013,G,70,comedy,CA,,tt2934844,6.4,1444.0
3754,tm180643,Jinxed,MOVIE,2013,G,70,comedy,US,,tt2934844,6.4,1444.0
3755,tm180643,Jinxed,MOVIE,2013,G,70,family,CA,,tt2934844,6.4,1444.0
3756,tm180643,Jinxed,MOVIE,2013,G,70,family,US,,tt2934844,6.4,1444.0
3757,ts34066,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,scifi,AU,4.0,tt2548214,6.7,3924.0
3758,ts34066,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,action,AU,4.0,tt2548214,6.7,3924.0
3759,ts34066,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,comedy,AU,4.0,tt2548214,6.7,3924.0
3760,ts34066,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,drama,AU,4.0,tt2548214,6.7,3924.0
3761,ts34066,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,family,AU,4.0,tt2548214,6.7,3924.0
3762,ts34066,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,fantasy,AU,4.0,tt2548214,6.7,3924.0
3763,ts34066,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,romance,AU,4.0,tt2548214,6.7,3924.0
3764,tm152843,Swearnet: The Movie,MOVIE,2014,R,112,comedy,CA,,tt2380564,6.1,2652.0
3765,tm177223,Company of Heroes,MOVIE,2013,R,100,drama,US,,,,
3766,tm152273,Tiger & Bunny: The Rising,MOVIE,2014,,101,scifi,JP,,tt4625302,6.8,265.0
3767,tm152273,Tiger & Bunny: The Rising,MOVIE,2014,,101,animation,JP,,tt4625302,6.8,265.0
3768,tm152273,Tiger & Bunny: The Rising,MOVIE,2014,,101,action,JP,,tt4625302,6.8,265.0
3769,tm2269,Selfie,MOVIE,2014,,123,comedy,RO,,tt3102208,6.0,1671.0
3770,tm2269,Selfie,MOVIE,2014,,123,documentary,RO,,tt3102208,6.0,1671.0
3771,tm2269,Selfie,MOVIE,2014,,123,drama,RO,,tt3102208,6.0,1671.0
3772,tm2269,Selfie,MOVIE,2014,,123,european,RO,,tt3102208,6.0,1671.0
3773,tm138431,Virunga,MOVIE,2014,,90,war,CD,,tt3455224,8.2,11403.0
3774,tm138431,Virunga,MOVIE,2014,,90,war,GB,,tt3455224,8.2,11403.0
3775,tm138431,Virunga,MOVIE,2014,,90,documentary,CD,,tt3455224,8.2,11403.0
3776,tm138431,Virunga,MOVIE,2014,,90,documentary,GB,,tt3455224,8.2,11403.0
3777,tm152904,Tom Segura: Completely Normal,MOVIE,2014,,74,comedy,US,,tt3500822,7.7,2570.0
3778,tm152904,Tom Segura: Completely Normal,MOVIE,2014,,74,documentary,US,,tt3500822,7.7,2570.0
3779,tm35895,Buddies,MOVIE,2013,,94,drama,BR,,tt1179259,6.6,1076.0
3780,tm35895,Buddies,MOVIE,2013,,94,comedy,BR,,tt1179259,6.6,1076.0
3781,tm35895,Buddies,MOVIE,2013,,94,documentary,BR,,tt1179259,6.6,1076.0
3782,tm35895,Buddies,MOVIE,2013,,94,european,BR,,tt1179259,6.6,1076.0
3783,tm176481,Chennai Express,MOVIE,2013,PG-13,141,romance,IN,,tt2112124,6.1,53293.0
3784,tm176481,Chennai Express,MOVIE,2013,PG-13,141,comedy,IN,,tt2112124,6.1,53293.0
3785,tm176481,Chennai Express,MOVIE,2013,PG-13,141,drama,IN,,tt2112124,6.1,53293.0
3786,tm176481,Chennai Express,MOVIE,2013,PG-13,141,action,IN,,tt2112124,6.1,53293.0
3787,ts53641,Lalaloopsy,SHOW,2013,TV-Y,23,animation,US,3.0,tt2827502,6.4,104.0
3788,ts37187,Senora Acero,SHOW,2014,TV-MA,43,crime,US,5.0,tt3904068,6.8,375.0
3789,ts37187,Senora Acero,SHOW,2014,TV-MA,43,drama,US,5.0,tt3904068,6.8,375.0
3790,ts37187,Senora Acero,SHOW,2014,TV-MA,43,romance,US,5.0,tt3904068,6.8,375.0
3791,tm199408,Monty Python: The Meaning of Live,MOVIE,2014,,96,comedy,GB,,tt4256544,7.6,574.0
3792,tm199408,Monty Python: The Meaning of Live,MOVIE,2014,,96,documentary,GB,,tt4256544,7.6,574.0
3793,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,action,US,3.0,tt2392179,4.8,635.0
3794,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,action,CA,3.0,tt2392179,4.8,635.0
3795,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,action,JP,3.0,tt2392179,4.8,635.0
3796,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,animation,US,3.0,tt2392179,4.8,635.0
3797,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,animation,CA,3.0,tt2392179,4.8,635.0
3798,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,animation,JP,3.0,tt2392179,4.8,635.0
3799,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,comedy,US,3.0,tt2392179,4.8,635.0
3800,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,comedy,CA,3.0,tt2392179,4.8,635.0
3801,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,comedy,JP,3.0,tt2392179,4.8,635.0
3802,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,drama,US,3.0,tt2392179,4.8,635.0
3803,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,drama,CA,3.0,tt2392179,4.8,635.0
3804,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,drama,JP,3.0,tt2392179,4.8,635.0
3805,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,family,US,3.0,tt2392179,4.8,635.0
3806,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,family,CA,3.0,tt2392179,4.8,635.0
3807,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,family,JP,3.0,tt2392179,4.8,635.0
3808,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,fantasy,US,3.0,tt2392179,4.8,635.0
3809,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,fantasy,CA,3.0,tt2392179,4.8,635.0
3810,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,fantasy,JP,3.0,tt2392179,4.8,635.0
3811,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,scifi,US,3.0,tt2392179,4.8,635.0
3812,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,scifi,CA,3.0,tt2392179,4.8,635.0
3813,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,scifi,JP,3.0,tt2392179,4.8,635.0
3814,ts75104,Zbrodnia,SHOW,2014,TV-MA,45,crime,PL,2.0,tt4173216,6.2,660.0
3815,ts75104,Zbrodnia,SHOW,2014,TV-MA,45,action,PL,2.0,tt4173216,6.2,660.0
3816,tm144021,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,,22,comedy,US,,tt4189294,6.5,1305.0
3817,tm144021,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,,22,family,US,,tt4189294,6.5,1305.0
3818,tm144021,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,,22,scifi,US,,tt4189294,6.5,1305.0
3819,tm144021,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,,22,animation,US,,tt4189294,6.5,1305.0
3820,tm144021,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,,22,action,US,,tt4189294,6.5,1305.0
3821,ts521,Black Ink Crew New York,SHOW,2013,TV-14,41,reality,US,9.0,tt2738096,4.6,459.0
3822,ts33840,Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,scifi,JP,2.0,tt3104236,7.3,1152.0
3823,ts33840,Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,animation,JP,2.0,tt3104236,7.3,1152.0
3824,ts33840,Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,drama,JP,2.0,tt3104236,7.3,1152.0
