index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
9176,tm429174,Gun City,MOVIE,2018,,127,thriller,ES,,tt7104984,6.3,3819.0
9177,tm429174,Gun City,MOVIE,2018,,127,action,FR,,tt7104984,6.3,3819.0
9178,tm429174,Gun City,MOVIE,2018,,127,action,ES,,tt7104984,6.3,3819.0
9179,tm429174,Gun City,MOVIE,2018,,127,crime,FR,,tt7104984,6.3,3819.0
9180,tm429174,Gun City,MOVIE,2018,,127,crime,ES,,tt7104984,6.3,3819.0
9181,tm429174,Gun City,MOVIE,2018,,127,european,FR,,tt7104984,6.3,3819.0
9182,tm429174,Gun City,MOVIE,2018,,127,european,ES,,tt7104984,6.3,3819.0
9183,ts83045,Accidentally In Love,SHOW,2018,TV-14,29,comedy,CN,1.0,tt9077184,7.6,1100.0
9184,ts83045,Accidentally In Love,SHOW,2018,TV-14,29,drama,CN,1.0,tt9077184,7.6,1100.0
9185,ts83045,Accidentally In Love,SHOW,2018,TV-14,29,music,CN,1.0,tt9077184,7.6,1100.0
9186,ts83045,Accidentally In Love,SHOW,2018,TV-14,29,romance,CN,1.0,tt9077184,7.6,1100.0
9187,tm361770,Craig Ferguson: Tickle Fight,MOVIE,2017,,66,comedy,US,,tt7193448,6.6,995.0
9188,tm375547,El club de los buenos infieles,MOVIE,2018,,90,comedy,ES,,tt3398808,5.5,642.0
9189,tm375547,El club de los buenos infieles,MOVIE,2018,,90,european,ES,,tt3398808,5.5,642.0
9190,ts78707,The Joel McHale Show with Joel McHale,SHOW,2018,TV-MA,29,comedy,US,2.0,tt7895706,7.1,2378.0
9191,ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,2017,TV-MA,55,documentary,MX,1.0,tt7334894,6.8,1073.0
9192,tm279585,Deidra & Laney Rob a Train,MOVIE,2017,,92,drama,US,,tt4144332,6.0,1887.0
9193,tm279585,Deidra & Laney Rob a Train,MOVIE,2017,,92,comedy,US,,tt4144332,6.0,1887.0
9194,tm279585,Deidra & Laney Rob a Train,MOVIE,2017,,92,crime,US,,tt4144332,6.0,1887.0
9195,tm307774,Jagga Jasoos,MOVIE,2017,PG,180,romance,IN,,tt4129428,6.4,10092.0
9196,tm307774,Jagga Jasoos,MOVIE,2017,PG,180,action,IN,,tt4129428,6.4,10092.0
9197,tm307774,Jagga Jasoos,MOVIE,2017,PG,180,comedy,IN,,tt4129428,6.4,10092.0
9198,tm411503,Candy Jar,MOVIE,2018,PG-13,92,comedy,US,,tt6744044,5.8,4950.0
9199,tm363329,Christmas Wedding Planner,MOVIE,2017,PG,86,romance,CA,,tt7074092,4.3,5913.0
9200,tm326704,Parmanu: The Story of Pokhran,MOVIE,2018,,129,drama,IN,,tt6826438,7.6,23771.0
9201,tm326704,Parmanu: The Story of Pokhran,MOVIE,2018,,129,history,IN,,tt6826438,7.6,23771.0
9202,tm326704,Parmanu: The Story of Pokhran,MOVIE,2018,,129,action,IN,,tt6826438,7.6,23771.0
9203,tm359030,F.R.E.D.I.,MOVIE,2018,,89,scifi,XX,,tt6146590,4.9,1010.0
9204,tm359030,F.R.E.D.I.,MOVIE,2018,,89,family,XX,,tt6146590,4.9,1010.0
9205,tm327652,"Roxanne, Roxanne",MOVIE,2017,,98,drama,US,,tt5796838,6.2,3173.0
9206,tm327652,"Roxanne, Roxanne",MOVIE,2017,,98,music,US,,tt5796838,6.2,3173.0
9207,tm321628,Rip Tide,MOVIE,2017,,85,drama,AU,,tt6262764,5.5,3421.0
9208,tm321628,Rip Tide,MOVIE,2017,,85,family,AU,,tt6262764,5.5,3421.0
9209,tm321628,Rip Tide,MOVIE,2017,,85,action,AU,,tt6262764,5.5,3421.0
9210,tm321628,Rip Tide,MOVIE,2017,,85,thriller,AU,,tt6262764,5.5,3421.0
9211,tm348175,Jeff Dunham: Relative Disaster,MOVIE,2017,,70,comedy,IE,,tt7364706,6.4,1274.0
9212,tm416458,The Insomnia Club,MOVIE,2018,PG-13,84,comedy,MX,,tt6719840,6.2,497.0
9213,tm416458,The Insomnia Club,MOVIE,2018,PG-13,84,drama,MX,,tt6719840,6.2,497.0
9214,tm352865,Rodney Carrington: Here Comes the Truth,MOVIE,2017,,66,comedy,XX,,tt7582798,4.5,164.0
9215,tm352865,Rodney Carrington: Here Comes the Truth,MOVIE,2017,,66,documentary,XX,,tt7582798,4.5,164.0
9216,ts79086,Mariposa de barrio,SHOW,2017,TV-MA,46,drama,US,1.0,tt6834120,7.6,238.0
9217,tm437159,ReMastered: Who Shot the Sheriff,MOVIE,2018,,57,documentary,US,,tt9118620,6.9,1381.0
9218,tm437159,ReMastered: Who Shot the Sheriff,MOVIE,2018,,57,crime,US,,tt9118620,6.9,1381.0
9219,tm437159,ReMastered: Who Shot the Sheriff,MOVIE,2018,,57,history,US,,tt9118620,6.9,1381.0
9220,tm437159,ReMastered: Who Shot the Sheriff,MOVIE,2018,,57,music,US,,tt9118620,6.9,1381.0
9221,tm446206,Angela's Christmas,MOVIE,2017,G,30,family,IE,,,,
9222,tm446206,Angela's Christmas,MOVIE,2017,G,30,family,CA,,,,
9223,tm446206,Angela's Christmas,MOVIE,2017,G,30,animation,IE,,,,
9224,tm446206,Angela's Christmas,MOVIE,2017,G,30,animation,CA,,,,
9225,tm324278,What We Started,MOVIE,2018,,70,documentary,US,,tt6191876,7.1,2126.0
9226,tm324278,What We Started,MOVIE,2018,,70,music,US,,tt6191876,7.1,2126.0
9227,tm348845,Marc Maron: Too Real,MOVIE,2017,,70,comedy,US,,tt7335938,7.2,1916.0
9228,tm353627,Christina P: Mother Inferior,MOVIE,2017,,59,comedy,US,,tt7057376,6.4,941.0
9229,ts84200,Best.Worst.Weekend.Ever.,SHOW,2018,TV-PG,25,comedy,US,1.0,tt7768010,6.4,297.0
9230,ts84200,Best.Worst.Weekend.Ever.,SHOW,2018,TV-PG,25,family,US,1.0,tt7768010,6.4,297.0
9231,ts82500,Treehouse Detectives,SHOW,2018,TV-Y7,24,animation,,3.0,tt8591984,7.6,93.0
9232,tm439854,Baazaar,MOVIE,2018,,140,drama,IN,,tt6519690,6.5,5270.0
9233,tm439854,Baazaar,MOVIE,2018,,140,crime,IN,,tt6519690,6.5,5270.0
9234,tm439854,Baazaar,MOVIE,2018,,140,thriller,IN,,tt6519690,6.5,5270.0
9235,tm299396,Getaway Plan,MOVIE,2017,,105,thriller,ES,,tt5003186,5.6,1850.0
9236,tm299396,Getaway Plan,MOVIE,2017,,105,crime,ES,,tt5003186,5.6,1850.0
9237,tm299396,Getaway Plan,MOVIE,2017,,105,drama,ES,,tt5003186,5.6,1850.0
9238,tm299396,Getaway Plan,MOVIE,2017,,105,action,ES,,tt5003186,5.6,1850.0
9239,tm299396,Getaway Plan,MOVIE,2017,,105,european,ES,,tt5003186,5.6,1850.0
9240,tm300447,Bill Burr: Walk Your Way Out,MOVIE,2017,,77,comedy,US,,tt6184894,7.2,7123.0
9241,tm300447,Bill Burr: Walk Your Way Out,MOVIE,2017,,77,documentary,US,,tt6184894,7.2,7123.0
9242,ts82192,Samantha!,SHOW,2018,TV-MA,28,comedy,BR,2.0,tt6626676,6.6,513.0
9243,tm306631,Trevor Noah: Afraid of the Dark,MOVIE,2017,PG-13,68,comedy,US,,tt6562866,7.2,5121.0
9244,tm440255,The Plagues of Breslau,MOVIE,2018,,93,crime,PL,,tt8618118,5.9,4942.0
9245,tm440255,The Plagues of Breslau,MOVIE,2018,,93,thriller,PL,,tt8618118,5.9,4942.0
9246,tm440255,The Plagues of Breslau,MOVIE,2018,,93,action,PL,,tt8618118,5.9,4942.0
9247,tm440255,The Plagues of Breslau,MOVIE,2018,,93,european,PL,,tt8618118,5.9,4942.0
9248,tm414595,Period. End of Sentence.,MOVIE,2018,,26,documentary,US,,,,
9249,tm353247,Qarib Qarib Singlle,MOVIE,2017,,125,drama,IN,,tt7399470,7.1,8203.0
9250,tm353247,Qarib Qarib Singlle,MOVIE,2017,,125,romance,IN,,tt7399470,7.1,8203.0
9251,tm353247,Qarib Qarib Singlle,MOVIE,2017,,125,comedy,IN,,tt7399470,7.1,8203.0
9252,tm426983,Joy,MOVIE,2018,,99,drama,AT,,tt8917752,6.6,1293.0
9253,tm426983,Joy,MOVIE,2018,,99,european,AT,,tt8917752,6.6,1293.0
9254,ts82323,On Children,SHOW,2018,,100,drama,TW,1.0,tt8507402,7.2,380.0
9255,ts82323,On Children,SHOW,2018,,100,family,TW,1.0,tt8507402,7.2,380.0
9256,ts82323,On Children,SHOW,2018,,100,scifi,TW,1.0,tt8507402,7.2,380.0
9257,tm355941,Zoo,MOVIE,2018,,100,drama,,,tt6149820,5.7,96.0
9258,tm411313,Forgive Us Our Debts,MOVIE,2018,,104,drama,PL,,tt6679412,6.2,1573.0
9259,tm411313,Forgive Us Our Debts,MOVIE,2018,,104,drama,CH,,tt6679412,6.2,1573.0
9260,tm411313,Forgive Us Our Debts,MOVIE,2018,,104,drama,AL,,tt6679412,6.2,1573.0
9261,tm411313,Forgive Us Our Debts,MOVIE,2018,,104,drama,IT,,tt6679412,6.2,1573.0
9262,tm411313,Forgive Us Our Debts,MOVIE,2018,,104,european,PL,,tt6679412,6.2,1573.0
9263,tm411313,Forgive Us Our Debts,MOVIE,2018,,104,european,CH,,tt6679412,6.2,1573.0
9264,tm411313,Forgive Us Our Debts,MOVIE,2018,,104,european,AL,,tt6679412,6.2,1573.0
9265,tm411313,Forgive Us Our Debts,MOVIE,2018,,104,european,IT,,tt6679412,6.2,1573.0
9266,tm372610,Derren Brown: Miracle,MOVIE,2018,,73,documentary,GB,,tt8599562,6.5,1031.0
9267,ts55533,Legend Quest,SHOW,2017,TV-Y7,26,animation,MX,1.0,tt5038900,7.3,446.0
9268,ts55533,Legend Quest,SHOW,2017,TV-Y7,26,comedy,MX,1.0,tt5038900,7.3,446.0
9269,ts55533,Legend Quest,SHOW,2017,TV-Y7,26,fantasy,MX,1.0,tt5038900,7.3,446.0
9270,ts76949,Trailer Park Boys: Out of the Park: USA,SHOW,2017,TV-MA,29,comedy,CA,1.0,,,
9271,tm307843,Angamaly Diaries,MOVIE,2017,,132,action,IN,,tt6167894,8.0,5901.0
9272,tm307843,Angamaly Diaries,MOVIE,2017,,132,drama,IN,,tt6167894,8.0,5901.0
9273,tm307843,Angamaly Diaries,MOVIE,2017,,132,comedy,IN,,tt6167894,8.0,5901.0
9274,tm307843,Angamaly Diaries,MOVIE,2017,,132,thriller,IN,,tt6167894,8.0,5901.0
9275,tm365670,Perú: Tesoro Escondido,MOVIE,2017,,76,documentary,PE,,tt7679306,6.1,515.0
9276,ts82843,The Curious Creations of Christine McConnell,SHOW,2018,TV-PG,27,reality,US,1.0,tt8773080,7.7,2391.0
9277,ts82843,The Curious Creations of Christine McConnell,SHOW,2018,TV-PG,27,comedy,US,1.0,tt8773080,7.7,2391.0
9278,ts82843,The Curious Creations of Christine McConnell,SHOW,2018,TV-PG,27,horror,US,1.0,tt8773080,7.7,2391.0
9279,tm376903,Dry Martina,MOVIE,2018,,95,drama,CL,,tt6312802,5.8,965.0
9280,tm376903,Dry Martina,MOVIE,2018,,95,drama,AR,,tt6312802,5.8,965.0
9281,tm376903,Dry Martina,MOVIE,2018,,95,comedy,CL,,tt6312802,5.8,965.0
9282,tm376903,Dry Martina,MOVIE,2018,,95,comedy,AR,,tt6312802,5.8,965.0
9283,tm358609,Sara's Notebook,MOVIE,2018,R,115,thriller,ES,,tt6599742,5.9,2699.0
9284,tm358609,Sara's Notebook,MOVIE,2018,R,115,drama,ES,,tt6599742,5.9,2699.0
9285,tm358609,Sara's Notebook,MOVIE,2018,R,115,european,ES,,tt6599742,5.9,2699.0
9286,ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,2017,TV-14,58,documentary,GB,1.0,tt7936386,7.4,206.0
9287,ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,2017,TV-14,58,european,GB,1.0,tt7936386,7.4,206.0
9288,tm376421,HiGH&LOW The Movie 2: End of Sky,MOVIE,2017,,124,action,JP,,tt7099076,7.1,396.0
9289,tm233360,Sand Storm,MOVIE,2017,,87,drama,IL,,tt5209988,6.8,3492.0
9290,tm319310,CIA: Comrade In America,MOVIE,2017,,134,romance,IN,,tt5925772,6.4,3064.0
9291,tm319310,CIA: Comrade In America,MOVIE,2017,,134,drama,IN,,tt5925772,6.4,3064.0
9292,tm319310,CIA: Comrade In America,MOVIE,2017,,134,action,IN,,tt5925772,6.4,3064.0
9293,tm283559,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,,121,drama,PL,,tt5805298,7.1,3690.0
9294,tm283559,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,,121,comedy,PL,,tt5805298,7.1,3690.0
9295,tm283559,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,,121,romance,PL,,tt5805298,7.1,3690.0
9296,tm283559,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,,121,european,PL,,tt5805298,7.1,3690.0
9297,tm447328,ReMastered: Who Killed Jam Master Jay?,MOVIE,2018,,58,music,US,,tt9399094,6.5,768.0
9298,tm447328,ReMastered: Who Killed Jam Master Jay?,MOVIE,2018,,58,documentary,US,,tt9399094,6.5,768.0
9299,tm233345,Love Beats Rhymes,MOVIE,2017,R,105,drama,US,,tt4721022,5.4,1057.0
9300,tm283322,Burning Sands,MOVIE,2017,,105,drama,US,,tt6148014,6.0,2828.0
9301,tm283322,Burning Sands,MOVIE,2017,,105,thriller,US,,tt6148014,6.0,2828.0
9302,tm283322,Burning Sands,MOVIE,2017,,105,action,US,,tt6148014,6.0,2828.0
9303,tm358813,Judd Apatow: The Return,MOVIE,2017,,69,comedy,US,,tt7741238,6.2,1321.0
9304,ts90941,"Heidi, bienvenida a casa",SHOW,2017,TV-Y,46,comedy,AR,1.0,tt7183310,6.2,20.0
9305,ts90941,"Heidi, bienvenida a casa",SHOW,2017,TV-Y,46,family,AR,1.0,tt7183310,6.2,20.0
9306,tm429186,Up Among the Stars,MOVIE,2018,,86,drama,ES,,tt6984530,6.2,496.0
9307,tm429186,Up Among the Stars,MOVIE,2018,,86,european,ES,,tt6984530,6.2,496.0
9308,tm371619,Sabrina,MOVIE,2018,,98,thriller,SG,,tt7981492,4.2,1712.0
9309,tm371619,Sabrina,MOVIE,2018,,98,thriller,ID,,tt7981492,4.2,1712.0
9310,tm371619,Sabrina,MOVIE,2018,,98,thriller,MY,,tt7981492,4.2,1712.0
9311,tm371619,Sabrina,MOVIE,2018,,98,horror,SG,,tt7981492,4.2,1712.0
9312,tm371619,Sabrina,MOVIE,2018,,98,horror,ID,,tt7981492,4.2,1712.0
9313,tm371619,Sabrina,MOVIE,2018,,98,horror,MY,,tt7981492,4.2,1712.0
9314,tm287041,Jailbreak,MOVIE,2017,,100,action,KH,,tt5741304,5.4,1445.0
9315,tm287041,Jailbreak,MOVIE,2017,,100,comedy,KH,,tt5741304,5.4,1445.0
9316,tm424162,Secrets in the Hot Spring,MOVIE,2018,,109,horror,TW,,tt8587122,6.0,749.0
9317,tm424162,Secrets in the Hot Spring,MOVIE,2018,,109,comedy,TW,,tt8587122,6.0,749.0
9318,tm538868,III Smoking Barrels,MOVIE,2017,,127,drama,IN,,tt5791986,6.6,123.0
9319,tm423761,Iliza Shlesinger: Elder Millennial,MOVIE,2018,,72,comedy,US,,tt8697266,7.2,4033.0
9320,tm324041,Amelia: A Tale of Two Sisters,MOVIE,2017,,43,documentary,,,,,
9321,tm409456,Manto,MOVIE,2018,,112,drama,IN,,tt6923462,7.3,4222.0
9322,tm372662,The Skin of the Wolf,MOVIE,2018,,110,romance,ES,,tt6347150,5.8,3019.0
9323,tm372662,The Skin of the Wolf,MOVIE,2018,,110,thriller,ES,,tt6347150,5.8,3019.0
9324,tm372662,The Skin of the Wolf,MOVIE,2018,,110,action,ES,,tt6347150,5.8,3019.0
9325,tm372662,The Skin of the Wolf,MOVIE,2018,,110,drama,ES,,tt6347150,5.8,3019.0
9326,tm372662,The Skin of the Wolf,MOVIE,2018,,110,european,ES,,tt6347150,5.8,3019.0
9327,tm428597,Being Napoleon,MOVIE,2018,,88,documentary,US,,tt8841814,5.5,124.0
9328,tm476960,El testigo,MOVIE,2018,,76,documentary,,,tt9149838,8.1,210.0
9329,tm372486,All Good,MOVIE,2018,,93,drama,DE,,tt7776430,6.5,1416.0
9330,tm372486,All Good,MOVIE,2018,,93,comedy,DE,,tt7776430,6.5,1416.0
9331,tm372486,All Good,MOVIE,2018,,93,european,DE,,tt7776430,6.5,1416.0
9332,tm370440,Paradox,MOVIE,2018,,73,western,US,,tt7949046,3.9,711.0
9333,tm370440,Paradox,MOVIE,2018,,73,fantasy,US,,tt7949046,3.9,711.0
9334,tm370440,Paradox,MOVIE,2018,,73,music,US,,tt7949046,3.9,711.0
9335,tm324204,Monster Island,MOVIE,2017,PG,80,comedy,IN,,tt6269658,4.7,728.0
9336,tm324204,Monster Island,MOVIE,2017,PG,80,comedy,MX,,tt6269658,4.7,728.0
9337,tm324204,Monster Island,MOVIE,2017,PG,80,fantasy,IN,,tt6269658,4.7,728.0
9338,tm324204,Monster Island,MOVIE,2017,PG,80,fantasy,MX,,tt6269658,4.7,728.0
9339,tm324204,Monster Island,MOVIE,2017,PG,80,animation,IN,,tt6269658,4.7,728.0
9340,tm324204,Monster Island,MOVIE,2017,PG,80,animation,MX,,tt6269658,4.7,728.0
9341,tm324204,Monster Island,MOVIE,2017,PG,80,family,IN,,tt6269658,4.7,728.0
9342,tm324204,Monster Island,MOVIE,2017,PG,80,family,MX,,tt6269658,4.7,728.0
9343,tm348467,Invisible,MOVIE,2017,,87,drama,FR,,tt6596630,6.0,763.0
9344,tm348467,Invisible,MOVIE,2017,,87,drama,AR,,tt6596630,6.0,763.0
9345,tm324806,Counterpunch,MOVIE,2017,,91,documentary,US,,tt7022034,6.7,903.0
9346,tm373873,Weed the People,MOVIE,2018,,98,documentary,US,,tt7968976,7.3,332.0
9347,tm414447,Dear Ex,MOVIE,2018,,99,drama,TW,,tt8443704,7.3,6143.0
9348,tm414447,Dear Ex,MOVIE,2018,,99,comedy,TW,,tt8443704,7.3,6143.0
9349,tm414447,Dear Ex,MOVIE,2018,,99,romance,TW,,tt8443704,7.3,6143.0
9350,tm324588,Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,,66,comedy,US,,tt7044010,6.7,821.0
9351,tm324588,Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,,66,documentary,US,,tt7044010,6.7,821.0
9352,tm413418,Cycle,MOVIE,2018,,96,drama,IN,,tt6627630,8.2,479.0
9353,tm413418,Cycle,MOVIE,2018,,96,comedy,IN,,tt6627630,8.2,479.0
9354,tm413418,Cycle,MOVIE,2018,,96,animation,IN,,tt6627630,8.2,479.0
9355,tm348919,How to Stage a Coup,MOVIE,2017,,47,documentary,GB,,tt7149296,6.1,172.0
9356,tm445255,Qismat,MOVIE,2018,,140,romance,IN,,tt8665634,8.1,3037.0
9357,tm445255,Qismat,MOVIE,2018,,140,drama,IN,,tt8665634,8.1,3037.0
9358,tm367264,Milada,MOVIE,2017,,130,drama,CZ,,tt4554212,6.3,1302.0
9359,tm367264,Milada,MOVIE,2017,,130,drama,US,,tt4554212,6.3,1302.0
9360,tm367264,Milada,MOVIE,2017,,130,history,CZ,,tt4554212,6.3,1302.0
9361,tm367264,Milada,MOVIE,2017,,130,history,US,,tt4554212,6.3,1302.0
9362,tm367264,Milada,MOVIE,2017,,130,european,CZ,,tt4554212,6.3,1302.0
9363,tm367264,Milada,MOVIE,2017,,130,european,US,,tt4554212,6.3,1302.0
9364,tm423950,Romina,MOVIE,2018,,74,horror,MX,,tt6090044,2.3,2282.0
9365,tm423950,Romina,MOVIE,2018,,74,thriller,MX,,tt6090044,2.3,2282.0
9366,tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,thriller,BE,,tt6186696,5.3,1076.0
9367,tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,thriller,GB,,tt6186696,5.3,1076.0
9368,tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,thriller,US,,tt6186696,5.3,1076.0
9369,tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,drama,BE,,tt6186696,5.3,1076.0
9370,tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,drama,GB,,tt6186696,5.3,1076.0
9371,tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,drama,US,,tt6186696,5.3,1076.0
9372,tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,european,BE,,tt6186696,5.3,1076.0
9373,tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,european,GB,,tt6186696,5.3,1076.0
9374,tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,european,US,,tt6186696,5.3,1076.0
9375,tm324042,Jackie: A Tale of Two Sisters,MOVIE,2017,,44,documentary,GB,,,,
9376,tm324042,Jackie: A Tale of Two Sisters,MOVIE,2017,,44,documentary,US,,,,
9377,tm350116,B. A. Pass 2,MOVIE,2017,,136,drama,IN,,tt8581230,2.2,475.0
9378,tm835357,A 3 Minute Hug,MOVIE,2018,,28,documentary,MX,,,,
9379,tm447750,Aggretsuko: We Wish You A Metal Christmas,MOVIE,2018,,22,animation,JP,,,,
9380,tm447750,Aggretsuko: We Wish You A Metal Christmas,MOVIE,2018,,22,comedy,JP,,,,
9381,tm314939,Kalushi : The Story of Solomon Mahlangu,MOVIE,2017,,106,drama,ZA,,tt5560694,6.5,309.0
9382,tm314939,Kalushi : The Story of Solomon Mahlangu,MOVIE,2017,,106,thriller,ZA,,tt5560694,6.5,309.0
9383,tm418894,Franco Escamilla: Por La Anécdota,MOVIE,2018,,66,comedy,MX,,tt8467922,6.9,302.0
9384,tm279017,"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,2017,,54,comedy,US,,tt6343706,6.7,2102.0
9385,tm279017,"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,2017,,54,music,US,,tt6343706,6.7,2102.0
9386,tm279017,"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,2017,,54,romance,US,,tt6343706,6.7,2102.0
9387,tm558730,A Champion Heart,MOVIE,2018,G,90,family,US,,tt4738912,5.9,395.0
9388,tm344995,The Russian Revolution,MOVIE,2017,,47,documentary,GB,,tt7094352,6.5,642.0
9389,tm344995,The Russian Revolution,MOVIE,2017,,47,history,GB,,tt7094352,6.5,642.0
9390,tm426117,On My Skin,MOVIE,2018,,100,drama,IT,,tt7121252,7.3,9159.0
9391,tm426117,On My Skin,MOVIE,2018,,100,european,IT,,tt7121252,7.3,9159.0
9392,ts84644,Westside,SHOW,2018,TV-MA,47,reality,US,1.0,tt8693758,6.0,168.0
9393,ts83925,Boca Juniors Confidential,SHOW,2018,,43,documentary,AR,1.0,tt8893546,6.3,350.0
9394,ts83925,Boca Juniors Confidential,SHOW,2018,,43,sport,AR,1.0,tt8893546,6.3,350.0
9395,tm372969,Love per Square Foot,MOVIE,2018,,133,romance,IN,,tt7853242,7.2,8187.0
9396,tm372969,Love per Square Foot,MOVIE,2018,,133,comedy,IN,,tt7853242,7.2,8187.0
9397,ts83820,The Judgement,SHOW,2018,,48,drama,TH,1.0,tt8866904,7.1,95.0
9398,ts83820,The Judgement,SHOW,2018,,48,crime,TH,1.0,tt8866904,7.1,95.0
9399,tm300440,The Mansion,MOVIE,2017,PG-13,100,horror,FR,,tt7029854,4.6,2592.0
9400,tm300440,The Mansion,MOVIE,2017,PG-13,100,comedy,FR,,tt7029854,4.6,2592.0
9401,tm300440,The Mansion,MOVIE,2017,PG-13,100,european,FR,,tt7029854,4.6,2592.0
9402,ts55484,My Only Love Song,SHOW,2017,TV-MA,36,drama,KR,1.0,tt6125832,7.0,647.0
9403,ts55484,My Only Love Song,SHOW,2017,TV-MA,36,comedy,KR,1.0,tt6125832,7.0,647.0
9404,ts55484,My Only Love Song,SHOW,2017,TV-MA,36,fantasy,KR,1.0,tt6125832,7.0,647.0
9405,ts55484,My Only Love Song,SHOW,2017,TV-MA,36,romance,KR,1.0,tt6125832,7.0,647.0
9406,ts81856,Borges,SHOW,2018,TV-MA,24,comedy,BR,2.0,tt7895652,6.2,168.0
9407,ts76771,Stretch Armstrong & the Flex Fighters,SHOW,2017,TV-G,23,action,US,2.0,tt1379164,6.2,307.0
9408,ts76771,Stretch Armstrong & the Flex Fighters,SHOW,2017,TV-G,23,comedy,US,2.0,tt1379164,6.2,307.0
9409,ts76771,Stretch Armstrong & the Flex Fighters,SHOW,2017,TV-G,23,scifi,US,2.0,tt1379164,6.2,307.0
9410,ts76771,Stretch Armstrong & the Flex Fighters,SHOW,2017,TV-G,23,animation,US,2.0,tt1379164,6.2,307.0
9411,tm299730,Lucid Dream,MOVIE,2017,,101,thriller,KR,,tt6830780,6.1,3575.0
9412,tm299730,Lucid Dream,MOVIE,2017,,101,scifi,KR,,tt6830780,6.1,3575.0
9413,ts84179,Made in Mexico,SHOW,2018,,50,reality,US,1.0,tt8871764,3.9,760.0
9414,ts79585,Dinotrux: Supercharged,SHOW,2017,TV-Y7,23,family,US,3.0,tt7620702,7.5,94.0
9415,ts79585,Dinotrux: Supercharged,SHOW,2017,TV-Y7,23,animation,US,3.0,tt7620702,7.5,94.0
9416,ts79585,Dinotrux: Supercharged,SHOW,2017,TV-Y7,23,action,US,3.0,tt7620702,7.5,94.0
9417,ts79585,Dinotrux: Supercharged,SHOW,2017,TV-Y7,23,comedy,US,3.0,tt7620702,7.5,94.0
9418,tm351201,In the Family,MOVIE,2017,PG-13,124,comedy,TR,,tt7642818,7.7,23297.0
9419,tm408871,Jefe,MOVIE,2018,,89,comedy,ES,,tt7527538,5.4,1073.0
9420,tm408871,Jefe,MOVIE,2018,,89,european,ES,,tt7527538,5.4,1073.0
9421,ts222363,Monkart,SHOW,2017,TV-Y7,12,,KR,1.0,,,
9422,ts75750,Revolutionary Love,SHOW,2017,TV-MA,68,comedy,KR,1.0,tt7340800,6.9,666.0
9423,ts75750,Revolutionary Love,SHOW,2017,TV-MA,68,romance,KR,1.0,tt7340800,6.9,666.0
9424,ts76540,Dennis & Gnasher Unleashed!,SHOW,2017,TV-Y7,13,animation,GB,2.0,tt7081512,7.3,82.0
9425,ts76540,Dennis & Gnasher Unleashed!,SHOW,2017,TV-Y7,13,comedy,GB,2.0,tt7081512,7.3,82.0
9426,tm362264,The Gift,MOVIE,2017,,85,drama,TZ,,tt6856604,8.1,20.0
9427,tm412489,Dear Son,MOVIE,2018,,100,drama,QA,,tt7537960,6.5,388.0
9428,tm412489,Dear Son,MOVIE,2018,,100,drama,TN,,tt7537960,6.5,388.0
9429,tm412489,Dear Son,MOVIE,2018,,100,drama,BE,,tt7537960,6.5,388.0
9430,tm412489,Dear Son,MOVIE,2018,,100,drama,FR,,tt7537960,6.5,388.0
9431,tm361588,Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,2017,,84,animation,CA,,tt5433884,5.1,434.0
9432,tm361588,Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,2017,,84,comedy,CA,,tt5433884,5.1,434.0
9433,tm307767,Baadshaho,MOVIE,2017,,136,action,IN,,tt4906960,5.0,4783.0
9434,tm307767,Baadshaho,MOVIE,2017,,136,thriller,IN,,tt4906960,5.0,4783.0
9435,tm314272,Love.com,MOVIE,2017,,92,romance,BR,,tt5635808,5.8,737.0
9436,tm314272,Love.com,MOVIE,2017,,92,comedy,BR,,tt5635808,5.8,737.0
9437,tm364206,Ex-Shaman,MOVIE,2018,,81,documentary,BR,,tt7754564,7.1,245.0
9438,tm413082,Recovery Boys,MOVIE,2018,,90,documentary,US,,tt8167872,6.7,714.0
